timestamp,open,high,low,close,volume
2018-12-27,1026.2000,1053.3400,1007.0000,1052.9000,2299806
2018-12-26,997.9900,1048.4500,992.6450,1047.8500,2315862
2018-12-24,984.3200,1012.1200,977.6599,984.6700,1817955
2018-12-21,1032.0400,1037.6700,981.1900,991.2500,5232490
2018-12-20,1026.0000,1047.4400,1007.8600,1023.5800,2683670
2018-12-19,1047.2900,1075.7100,1019.4300,1035.4600,2913237
2018-12-18,1034.0000,1059.6900,1030.4800,1043.4100,2182019
2018-12-17,1047.0100,1062.3800,1016.6300,1025.6500,2496551
2018-12-14,1060.0200,1071.7200,1049.3700,1051.7100,1817949
2018-12-13,1075.6700,1088.4200,1064.9900,1073.5400,1249403
2018-12-12,1077.0800,1091.7300,1071.9700,1073.7300,1447973
2018-12-11,1066.9400,1070.4000,1050.1000,1061.6500,1692576
2018-12-10,1042.9400,1059.6000,1033.0000,1053.1800,1682646
2018-12-07,1072.2300,1085.0300,1039.3700,1046.5800,2134111
2018-12-06,1045.0000,1079.4200,1042.4800,1078.0800,2371825
2018-12-04,1112.9900,1114.2400,1060.7800,1062.4700,2281485
2018-12-03,1132.1600,1135.0000,1111.7300,1116.3600,2876449
2018-11-30,1095.6300,1109.6500,1083.1800,1109.6500,2983340
2018-11-29,1083.5300,1100.1500,1082.0000,1094.5800,1550523
2018-11-28,1057.4600,1092.8600,1042.9500,1091.7900,2302121
2018-11-27,1051.3400,1066.7600,1045.5000,1052.2800,1652433
2018-11-26,1044.0000,1057.0000,1039.7700,1055.9400,1577941
2018-11-23,1033.5000,1043.0000,1028.5200,1030.1000,708859
2018-11-21,1045.3100,1054.7000,1039.4500,1043.4300,1485172
2018-11-20,1007.2900,1037.3500,1002.2100,1030.4500,2722934
2018-11-19,1063.3900,1068.0000,1022.8700,1027.4200,2284191
2018-11-16,1065.2300,1072.4400,1054.9000,1068.2700,1768308
2018-11-15,1051.4600,1078.8700,1041.2900,1071.0500,2079154
2018-11-14,1060.0000,1065.7900,1041.1100,1054.5800,1733302
2018-11-13,1054.8100,1066.6600,1040.4000,1047.9700,1287475
2018-11-12,1073.1300,1074.1000,1040.3500,1049.3600,1700091
2018-11-09,1084.0200,1088.3500,1064.2600,1077.0200,1743298
2018-11-08,1107.3000,1108.2200,1084.3600,1094.6300,1685193
2018-11-07,1083.4900,1109.9300,1080.5900,1108.2400,2169392
2018-11-06,1055.0200,1079.8200,1053.6100,1069.5700,1433013
2018-11-05,1072.5300,1073.3500,1034.0000,1055.7300,2267870
2018-11-02,1089.0000,1098.0000,1067.6600,1071.4900,2172215
2018-11-01,1091.4000,1099.9000,1077.8200,1085.9800,2006575
2018-10-31,1068.2000,1108.0000,1068.2000,1090.5800,3545821
2018-10-30,1020.0100,1050.9000,1013.9700,1049.5100,2988418
2018-10-29,1096.5400,1108.8300,1007.2000,1034.7300,4064452
2018-10-26,1048.3300,1117.0000,1042.2300,1083.7500,5321883
2018-10-25,1080.3000,1117.8200,1075.5500,1103.5900,3647814
2018-10-24,1115.0000,1116.6200,1055.0600,1057.1200,2464295
2018-10-23,1091.2900,1118.0000,1079.0100,1114.9100,1884255
2018-10-22,1112.5100,1121.6900,1100.0000,1111.3700,1355842
2018-10-19,1103.7100,1120.9500,1097.0300,1105.1800,2064289
2018-10-18,1130.0000,1132.3500,1086.3400,1097.9100,2307596
2018-10-17,1140.0000,1147.0000,1114.0000,1127.5900,1782614
2018-10-16,1113.4800,1136.3700,1111.7500,1133.0800,1918879
2018-10-15,1118.0000,1121.8000,1098.2200,1102.4400,1503956
2018-10-12,1119.6400,1125.8300,1095.0300,1120.5400,2468920
2018-10-11,1079.0400,1116.0600,1075.8900,1090.7400,3384775
2018-10-10,1136.4000,1137.0200,1091.5100,1092.1600,2949006
2018-10-09,1151.3100,1161.5500,1144.1700,1145.1700,1684728
2018-10-08,1160.0000,1175.8600,1135.4000,1155.9200,2309539
2018-10-05,1176.0000,1182.0000,1154.3200,1167.8300,1593012
2018-10-04,1205.0300,1205.9000,1163.8500,1177.0700,2328778
