timestamp,open,high,low,close,volume
2019-02-28,52.9200,53.1750,52.8100,53.0000,10010881
2019-02-27,52.7600,53.3800,52.5100,53.2400,17522173
2019-02-26,53.0100,53.3700,52.9100,53.2300,16082213
2019-02-25,53.0600,53.6100,52.8600,53.1000,20711750
2019-02-22,52.7000,52.9750,52.0550,52.4900,31934146
2019-02-21,51.3200,51.8400,51.2100,51.4100,16162142
2019-02-20,51.6300,51.7300,51.0600,51.3900,21607726
2019-02-19,51.3500,51.7100,51.3400,51.4000,15611772
2019-02-15,51.2500,51.6700,51.0900,51.6600,22520361
2019-02-14,50.4100,51.0400,50.3500,50.8100,17545365
2019-02-13,50.1300,50.8100,50.0000,50.4700,17712782
2019-02-12,49.3600,50.1400,49.2700,50.0100,18050058
2019-02-11,49.0200,49.3200,48.5800,48.7700,18004088
2019-02-08,48.7700,49.0200,48.0100,48.8400,18851208
2019-02-07,49.5000,49.8500,48.6800,49.2300,27825875
2019-02-06,49.9500,50.6400,49.8200,49.9000,21647843
2019-02-05,49.1800,50.7159,49.1800,50.0100,31641570
2019-02-04,48.6200,49.2400,48.2400,49.2200,20905010
2019-02-01,47.0600,49.0500,47.0100,48.7300,37442926
2019-01-31,46.7000,47.1800,46.1000,47.1200,43051306
2019-01-30,46.6800,47.6800,46.4500,47.5400,26931676
2019-01-29,46.7800,46.9700,46.3300,46.5400,20988342
2019-01-28,46.1300,46.7300,46.0500,46.7100,35928704
2019-01-25,46.8500,47.4300,45.7500,47.0400,86471848
2019-01-24,48.7000,50.0350,48.6000,49.7600,50578269
2019-01-23,48.4100,48.8000,47.5200,47.9400,18960709
2019-01-22,48.9600,48.9800,47.8700,48.2700,25940722
2019-01-18,49.1100,49.3800,48.6900,49.1900,29874317
2019-01-17,48.0000,48.8400,47.9050,48.4700,17448657
2019-01-16,48.6000,48.8900,48.0800,48.1300,19057707
2019-01-15,48.7100,49.1300,48.4400,48.6000,22480820
2019-01-14,48.4600,48.8300,48.3000,48.3500,19193910
2019-01-11,48.1000,49.2910,48.0500,48.9300,21751291
2019-01-10,47.7500,48.6500,47.4100,48.5600,27202575
2019-01-09,47.9600,48.5700,47.7800,48.0100,22554525
2019-01-08,47.8000,48.0300,46.7800,47.7400,22749206
2019-01-07,47.1000,47.9950,46.7500,47.4400,22736796
2019-01-04,45.8350,47.5700,45.5400,47.2200,35447286
2019-01-03,46.1500,46.2800,44.3900,44.4900,32267297
2019-01-02,45.9600,47.4700,45.7700,47.0800,18774573
2018-12-31,47.0900,47.4800,46.5500,46.9300,20490405
2018-12-28,46.5100,47.7400,46.3000,46.7500,24729695
2018-12-27,45.6200,46.3800,44.6700,46.3600,29970725
2018-12-26,44.0000,46.2000,43.5100,46.1900,28677632
2018-12-24,44.6300,45.1700,43.5400,43.5900,19241563
2018-12-21,45.7500,46.6500,44.8000,44.8400,52767741
2018-12-20,45.4100,46.3100,45.0100,45.5400,37750948
2018-12-19,47.4900,47.7300,45.3800,45.5700,39717559
2018-12-18,47.4700,48.4500,47.3600,47.7400,29014290
2018-12-17,47.8600,48.4100,46.6600,47.0800,26598676
2018-12-14,47.8900,48.7600,47.8500,47.8600,26372077
2018-12-13,48.2600,48.5800,47.8550,48.2900,19525963
2018-12-12,48.5800,48.6400,47.4100,47.8300,31305045
2018-12-11,47.9000,48.5900,47.1300,47.3800,23850962
2018-12-10,46.2800,47.4600,46.0100,47.2100,23289000
2018-12-07,47.9400,48.0600,46.2300,46.2400,34016375
2018-12-06,46.8000,48.3900,46.5200,48.3700,31661749
2018-12-04,49.5200,49.6000,47.6750,47.7500,35397722
2018-12-03,50.0000,50.4950,49.5300,50.1300,30866818
2018-11-30,47.9500,49.3200,47.5600,49.3100,43312603
2018-11-29,48.4900,48.5600,47.6300,47.7000,23592512
2018-11-28,47.9350,48.8800,47.6500,48.8600,28003222
2018-11-27,46.9400,48.2200,46.5900,48.0700,27621025
2018-11-26,47.2700,47.4600,46.7000,47.4500,20723037
2018-11-23,46.6900,47.0700,46.5200,46.5400,8906879
2018-11-21,47.8500,47.8800,47.0200,47.0300,19011435
2018-11-20,47.4000,48.1200,47.0900,47.3900,29200847
2018-11-19,48.6100,49.1500,47.7800,48.0000,26859030
2018-11-16,47.7700,49.0500,47.6900,48.8300,31670572
2018-11-15,47.0100,48.2400,46.7200,48.1100,29580992
2018-11-14,47.8500,47.9650,46.8900,47.0900,25632731
2018-11-13,46.9900,48.2500,46.9900,47.3900,29315924
2018-11-12,47.7100,47.8000,46.6000,46.6500,24412843
2018-11-09,48.7900,49.0250,47.8700,48.1100,21761447
2018-11-08,48.4900,49.2900,48.4600,48.9900,26581744
2018-11-07,47.6300,48.7500,47.5900,48.7200,29913193
2018-11-06,47.8000,47.9200,47.0300,47.2500,23839582
2018-11-05,47.3400,48.2500,46.9200,47.9700,23751221
2018-11-02,48.1300,48.2500,46.7500,47.1100,30759786
2018-11-01,46.9500,48.4700,46.8600,48.2200,28335329
2018-10-31,48.2900,48.5600,46.8300,46.8800,33369091
2018-10-30,45.5300,47.8800,45.4600,47.7600,43975214
2018-10-29,46.5000,46.7500,44.4400,45.4000,35732223
2018-10-26,45.5900,46.4400,44.7000,45.6900,67280359
2018-10-25,43.5400,44.9400,43.2800,44.3100,48255281
2018-10-24,44.1600,44.3600,42.3600,42.4200,33631803
2018-10-23,44.1800,45.0900,43.9100,44.5000,38590347
2018-10-22,44.5000,45.3400,44.1000,45.0100,34508833
2018-10-19,45.0200,45.1800,43.8600,44.0000,28368505
2018-10-18,45.6500,45.7500,44.8300,44.9700,26638830
2018-10-17,46.0000,46.3300,45.5400,45.8900,23124370
