timestamp,open,high,low,close,volume
2018-10-19,277.1300,279.3000,275.4700,276.2500,139901634
2018-10-18,279.4000,280.0700,274.9700,276.4000,134557525
2018-10-17,280.4400,281.1500,277.5600,280.4500,110625987
2018-10-16,276.6000,280.8200,276.0700,280.4000,118255834
2018-10-15,275.5500,277.0400,274.3000,274.4000,102263717
2018-10-12,276.7700,277.0900,272.3700,275.9500,183186492
2018-10-11,277.0800,278.9000,270.3600,272.1700,274840491
2018-10-10,286.8300,286.9100,277.8800,278.3000,214731000
2018-10-09,287.3900,288.8600,286.7700,287.4000,74338982
2018-10-08,287.0500,288.2200,285.5000,287.8200,87742172
2018-10-05,289.6900,290.2700,286.2200,287.8200,105951698
2018-10-04,291.1800,291.2400,287.6600,289.4400,111545910
