timestamp,open,high,low,close,volume
2019-02-28,278.9600,279.4500,278.4000,279.0900,37333627
2019-02-27,278.5200,279.5900,277.4800,279.2000,56704120
2019-02-26,279.1300,280.3000,278.9000,279.3200,56844101
2019-02-25,280.7300,281.3100,279.4300,279.5200,69030699
2019-02-22,278.1100,279.3600,277.4029,279.1400,78114616
2019-02-21,277.7000,278.1000,276.3450,277.4200,64214727
2019-02-20,277.8100,278.9200,277.2500,278.4100,76610767
2019-02-19,276.4813,278.5800,276.4700,277.8500,59120804
2019-02-15,276.3600,277.4100,276.1300,277.3700,97088659
2019-02-14,273.7800,275.6400,272.8700,274.3800,83234396
2019-02-13,275.0300,275.9300,274.5600,274.9900,65277204
2019-02-12,272.4200,274.5200,272.3400,274.1000,72270221
2019-02-11,271.2000,271.4900,270.0300,270.6200,68021423
2019-02-08,268.7500,270.5800,267.8300,270.4700,75788861
2019-02-07,270.9400,271.5500,268.2900,270.1400,95481961
2019-02-06,272.7900,273.3400,271.9200,272.7400,58347791
2019-02-05,272.4400,273.4400,271.8800,273.1000,79552774
2019-02-04,270.1100,272.0300,269.3600,271.9600,60744844
2019-02-01,270.1500,271.2000,269.1800,270.0600,85782524
2019-01-31,267.5100,270.4700,267.2700,269.9300,104012073
2019-01-30,265.1000,268.5200,264.2500,267.5800,92473671
2019-01-29,263.9200,264.5500,262.4800,263.4100,66136334
2019-01-28,263.3900,263.8300,261.7900,263.7600,85613655
2019-01-25,265.6100,266.7000,263.6595,265.7800,96883358
2019-01-24,263.2100,264.2000,262.0800,263.5500,59204139
2019-01-23,264.0100,264.7900,260.6600,263.4100,86030287
2019-01-22,264.8200,265.0600,261.0600,262.8600,115531183
2019-01-18,264.9800,266.9800,262.9980,266.4600,127900303
2019-01-17,260.0100,263.9200,259.9600,262.9600,96118435
2019-01-16,260.8300,261.9666,260.6000,260.9800,77636710
2019-01-15,257.8200,260.7000,257.8100,260.3500,85208271
2019-01-14,256.8600,258.3000,256.4100,257.4000,70908227
2019-01-11,257.6800,259.0098,257.0300,258.9800,73858110
2019-01-10,256.2600,259.1600,255.5000,258.8800,96823923
2019-01-09,257.5600,258.9100,256.1900,257.9700,95006554
2019-01-08,256.8200,257.3100,254.0000,256.7700,102512587
2019-01-07,252.6900,255.9500,251.6900,254.3800,103139100
2019-01-04,247.5900,253.1100,247.1700,252.3900,142628834
2019-01-03,248.2300,248.5700,243.6700,244.2100,144140692
2019-01-02,245.9800,251.2100,245.9500,250.1800,126925199
2018-12-31,249.5600,250.1900,247.4700,249.9200,144299370
2018-12-28,249.5800,251.4000,246.4500,247.7500,153100189
2018-12-27,242.5700,248.2900,238.9600,248.0700,186267342
2018-12-26,235.9700,246.1800,233.7600,246.1800,218485360
2018-12-24,239.0400,240.8355,234.2700,234.3400,147311588
2018-12-21,246.7400,249.7100,239.9800,240.7000,255345633
2018-12-20,249.8600,251.6200,244.6500,247.1700,252053377
2018-12-19,255.1700,259.4000,249.3500,251.2600,214992763
2018-12-18,257.2000,257.9500,253.2800,255.0800,134515094
2018-12-17,259.4000,260.6500,253.5250,255.3600,165492257
2018-12-14,262.9600,264.0300,259.8500,260.4700,116961071
2018-12-13,266.5200,267.4900,264.1200,265.3700,96662717
2018-12-12,267.4700,269.0000,265.3700,265.4600,97976706
2018-12-11,267.6600,267.8700,262.4800,264.1300,121504431
2018-12-10,263.3700,265.1613,258.6200,264.0700,151445885
2018-12-07,269.4600,271.2200,262.6300,263.5700,161018923
2018-12-06,265.9200,269.9700,262.4400,269.8400,204185411
2018-12-04,278.3700,278.8500,269.9000,270.2500,177986013
2018-12-03,280.2800,280.4000,277.5050,279.3000,103017719
2018-11-30,273.8100,276.2800,273.4500,275.6500,98204190
2018-11-29,273.7100,275.5500,272.4300,273.9800,82346420
2018-11-28,269.6000,274.5800,268.3272,274.5800,127629633
2018-11-27,266.3400,268.4000,265.6600,268.4000,75502441
2018-11-26,265.7800,267.7500,265.3400,267.5000,79981362
2018-11-23,263.1800,264.8234,263.0700,263.2500,42807878
2018-11-21,265.8600,267.1500,265.0100,265.0200,75563743
2018-11-20,265.3600,267.0000,263.1500,264.1200,136021311
2018-11-19,273.0500,273.3800,268.0700,269.1000,103061706
2018-11-16,271.7900,274.7500,271.2100,273.7300,126668040
2018-11-15,268.7800,273.5400,267.0102,273.0200,135101437
2018-11-14,274.1600,274.6100,268.4500,270.2000,125335931
2018-11-13,273.0900,275.3250,271.2500,272.0600,98176610
2018-11-12,277.1900,277.4600,271.9900,272.5700,99673574
2018-11-09,279.0300,279.2400,276.1800,277.7600,98812561
2018-11-08,280.1100,281.2200,279.2200,280.5000,65584886
2018-11-07,277.5600,281.1000,277.0800,281.0100,102752099
2018-11-06,273.3200,275.3000,273.2500,275.1200,60085894
2018-11-05,272.4400,274.0100,271.3500,273.3900,65622482
2018-11-02,274.7500,275.2300,269.5900,271.8900,122634107
2018-11-01,271.6000,273.7300,270.3800,273.5100,99495037
2018-10-31,270.6500,273.2300,270.1200,270.6300,128296325
2018-10-30,263.6700,268.1200,263.1200,267.7700,157115995
2018-10-29,268.8000,270.2500,259.8500,263.8600,160749101
2018-10-26,265.9200,271.0000,262.2900,265.3300,201574596
2018-10-25,267.3800,271.8100,266.2300,270.0800,138061545
2018-10-24,273.3300,273.7600,264.7000,265.3200,177806697
2018-10-23,270.9500,274.8700,268.6100,273.6100,146352719
2018-10-22,277.0000,277.3600,274.4100,275.0100,82415812
